Tipo de viaje;Concepto turístico;Tipo de dato;Periodo;Total
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2022T4;230,11
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2022T3;213,36
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2022T2;203,36
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2022T1;187,43
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2021T4;189,91
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2021T3;148,76
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2021T2;140,75
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2021T1;79,51
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2020T4;137,93
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2020T3;135,02
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2020T2;158,75
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2020T1;187,54
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2019T4;177
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2019T3;206,19
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2019T2;206,78
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2019T1;208,83
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2018T4;183,3
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2018T3;195,38
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2018T2;207,05
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2018T1;244,21
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2017T4;183,77
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2017T3;163,47
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2017T2;161,44
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2017T1;196,17
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2016T4;173,41
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2016T3;155,77
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2016T2;159,09
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2016T1;148,63
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2015T4;151,4
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2015T3;134,62
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2015T2;149,64
Viajes de puente;Gasto medio por persona;Acumulado en lo que va de año;2015T1;157,64
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2024T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2024T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2024T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2023T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2023T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2023T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2023T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2022T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2022T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2022T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2022T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2021T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2021T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2021T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2021T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2020T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2020T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2020T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2020T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2019T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2019T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2019T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2019T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2018T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2018T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2018T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2018T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2017T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2017T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2017T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2017T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2016T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2016T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2016T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2016T1;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2015T4;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2015T3;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2015T2;
Viajes de puente;Gasto medio por persona;Distribución porcentual del acumulado;2015T1;
Viajes de puente;Gasto medio por persona;Variación anual;2024T3;10,97
Viajes de puente;Gasto medio por persona;Variación anual;2024T2;23,21
Viajes de puente;Gasto medio por persona;Variación anual;2024T1;26,48
Viajes de puente;Gasto medio por persona;Variación anual;2023T4;-3,67
Viajes de puente;Gasto medio por persona;Variación anual;2023T3;5,18
Viajes de puente;Gasto medio por persona;Variación anual;2023T2;0,31
Viajes de puente;Gasto medio por persona;Variación anual;2023T1;16,96
Viajes de puente;Gasto medio por persona;Variación anual;2022T4;16,85
Viajes de puente;Gasto medio por persona;Variación anual;2022T3;32,96
Viajes de puente;Gasto medio por persona;Variación anual;2022T2;36,53
Viajes de puente;Gasto medio por persona;Variación anual;2022T1;135,72
Viajes de puente;Gasto medio por persona;Variación anual;2021T4;51,36
Viajes de puente;Gasto medio por persona;Variación anual;2021T3;35,64
Viajes de puente;Gasto medio por persona;Variación anual;2021T2;24,12
Viajes de puente;Gasto medio por persona;Variación anual;2021T1;-57,6
Viajes de puente;Gasto medio por persona;Variación anual;2020T4;-9,19
Viajes de puente;Gasto medio por persona;Variación anual;2020T3;-38,15
Viajes de puente;Gasto medio por persona;Variación anual;2020T2;-40,45
Viajes de puente;Gasto medio por persona;Variación anual;2020T1;-10,19
Viajes de puente;Gasto medio por persona;Variación anual;2019T4;-9,98
Viajes de puente;Gasto medio por persona;Variación anual;2019T3;13,33
Viajes de puente;Gasto medio por persona;Variación anual;2019T2;3,73
Viajes de puente;Gasto medio por persona;Variación anual;2019T1;-14,49
Viajes de puente;Gasto medio por persona;Variación anual;2018T4;-14,09
Viajes de puente;Gasto medio por persona;Variación anual;2018T3;7,49
Viajes de puente;Gasto medio por persona;Variación anual;2018T2;30,36
Viajes de puente;Gasto medio por persona;Variación anual;2018T1;24,49
Viajes de puente;Gasto medio por persona;Variación anual;2017T4;1,47
Viajes de puente;Gasto medio por persona;Variación anual;2017T3;11,38
Viajes de puente;Gasto medio por persona;Variación anual;2017T2;-5,86
Viajes de puente;Gasto medio por persona;Variación anual;2017T1;31,99
Viajes de puente;Gasto medio por persona;Variación anual;2016T4;11,01
Viajes de puente;Gasto medio por persona;Variación anual;2016T3;33,84
Viajes de puente;Gasto medio por persona;Variación anual;2016T2;9,65
Viajes de puente;Gasto medio por persona;Variación anual;2016T1;-5,72
Viajes de puente;Gasto medio por persona;Variación anual;2015T4;
Viajes de puente;Gasto medio por persona;Variación anual;2015T3;
Viajes de puente;Gasto medio por persona;Variación anual;2015T2;
Viajes de puente;Gasto medio por persona;Variación anual;2015T1;
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2024T3;19,39
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2024T2;23,47
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2024T1;26,48
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2023T4;1,26
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2023T3;3,29
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2023T2;3,72
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2023T1;16,96
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2022T4;21,17
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2022T3;43,43
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2022T2;44,48
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2022T1;135,72
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2021T4;37,69
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2021T3;10,18
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2021T2;-11,34
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2021T1;-57,6
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2020T4;-22,07
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2020T3;-34,52
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2020T2;-23,23
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2020T1;-10,19
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2019T4;-3,44
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2019T3;5,53
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2019T2;-0,13
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2019T1;-14,49
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2018T4;-0,26
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2018T3;19,52
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2018T2;28,25
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2018T1;24,49
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2017T4;5,97
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2017T3;4,94
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2017T2;1,48
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2017T1;31,99
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2016T4;14,54
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2016T3;15,71
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2016T2;6,32
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2016T1;-5,72
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2015T4;
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2015T3;
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2015T2;
Viajes de puente;Gasto medio por persona;Variación anual del acumulado en lo que va de año;2015T1;
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2024T3;89,56
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2024T2;89,16
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2024T1;97,71
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2023T4;85,01
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2023T3;85,19
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2023T2;81,31
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2023T1;79,52
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2022T4;85,97
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2022T3;82,86
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2022T2;81,45
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2022T1;79,55
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2021T4;75,68
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2021T3;67,04
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2021T2;66,16
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2021T1;35,16
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2020T4;56,2
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2020T3;58,02
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2020T2;50,88
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2020T1;76,4
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2019T4;68,46
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2019T3;69,67
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2019T2;73,82
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2019T1;70,45
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2018T4;67,56
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2018T3;62,87
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2018T2;68,2
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2018T1;84,73
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2017T4;69,09
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2017T3;59,03
Viajes de puente;Gasto medio diario por persona;Valor absoluto;2017T2;59,43
